"Participant_ID","Age","Gender","Location","Education","COVID_Awareness_Level","Received_Info_Social_Media","Vaccine_Hesitancy","Reasons_For_Hesitancy"
4250,51,"Female","Urban","College","Low","No","Yes",""
4251,46,"Female","Suburban","Graduate School","Low","No","Not Sure",""
4252,41,"Female","Rural","College","Low","No","Yes",""
4253,41,"Male","Suburban","College","Low","No","Yes",""
4254,59,"Male","Suburban","College","Low","Yes","Not Sure",""
4255,21,"Male","Rural","Graduate School","High","No","No",""
4256,20,"Female","Suburban","College","High","No","No","Concerns about side effects"
4257,51,"Male","Rural","Graduate School","Low","Yes","Not Sure",""
4258,40,"Female","Urban","College","Medium","No","Yes",""
4259,40,"Male","Suburban","High School","Medium","Yes","Not Sure","Concerns about side effects"
4260,62,"Female","Rural","College","Medium","Yes","Not Sure",""
4261,22,"Male","Rural","High School","Medium","No","Yes",""
4262,48,"Male","Suburban","Graduate School","Medium","Yes","No","Concerns about side effects"
4263,58,"Female","Urban","Graduate School","Low","Yes","No",""
4264,23,"Female","Suburban","College","High","Yes","Yes",""
4265,54,"Male","Rural","Graduate School","Low","No","Not Sure",""
4266,27,"Female","Urban","College","Medium","Yes","Yes",""
4267,57,"Female","Suburban","Graduate School","Medium","No","Not Sure",""
4268,24,"Male","Rural","High School","High","No","Yes",""
4269,56,"Female","Suburban","Graduate School","Low","Yes","Yes",""
4270,55,"Male","Urban","High School","High","No","No",""
4271,38,"Male","Urban","College","Medium","Yes","No",""
4272,37,"Female","Urban","College","Medium","Yes","Yes",""
4273,20,"Female","Urban","College","High","No","Yes",""
4274,39,"Male","Urban","High School","Medium","No","No",""
4275,64,"Male","Suburban","College","Low","No","Not Sure",""
4276,21,"Male","Urban","College","Medium","Yes","No",""
4277,45,"Male","Urban","High School","Medium","Yes","Not Sure",""
4278,29,"Male","Rural","Graduate School","Low","Yes","No","Concerns about side effects"
4279,55,"Male","Urban","College","Medium","No","No",""
4280,53,"Female","Rural","Graduate School","High","Yes","Not Sure",""
4281,64,"Female","Rural","Graduate School","High","Yes","Yes",""
4282,58,"Female","Rural","College","Medium","Yes","No",""
4283,22,"Male","Suburban","College","Low","Yes","No","Concerns about side effects"
4284,30,"Female","Suburban","High School","Low","No","No",""
4285,40,"Male","Rural","High School","High","Yes","Yes",""
4286,47,"Male","Suburban","College","Medium","No","No",""
4287,54,"Female","Urban","Graduate School","Low","Yes","Yes","Concerns about side effects"
4288,42,"Male","Suburban","High School","Low","Yes","No","Concerns about side effects"
4289,44,"Male","Urban","High School","High","Yes","Not Sure",""
4290,31,"Male","Urban","College","High","No","No",""
4291,64,"Male","Suburban","College","Low","No","No","Concerns about side effects"
4292,53,"Male","Suburban","College","High","No","Yes","Concerns about side effects"
4293,56,"Male","Rural","College","Low","Yes","Yes",""
4294,33,"Female","Suburban","High School","Medium","Yes","Yes",""
4295,39,"Male","Suburban","High School","High","No","Not Sure","Concerns about side effects"
4296,38,"Male","Suburban","High School","High","Yes","Not Sure",""
4297,38,"Male","Urban","Graduate School","Medium","Yes","Yes",""
4298,25,"Male","Urban","High School","Low","No","Not Sure",""
4299,33,"Female","Urban","High School","Low","Yes","Yes",""
4300,48,"Female","Rural","College","High","Yes","Not Sure",""
4301,59,"Male","Rural","High School","Low","Yes","Yes",""
4302,27,"Male","Rural","High School","Low","No","Yes",""
4303,49,"Male","Urban","High School","Medium","Yes","Not Sure",""
4304,51,"Female","Suburban","College","Medium","No","No",""
4305,26,"Female","Rural","High School","Medium","Yes","Yes",""
4306,34,"Female","Rural","High School","High","No","Yes",""
4307,28,"Female","Urban","Graduate School","Medium","No","No",""
4308,49,"Male","Rural","Graduate School","Medium","No","Yes",""
4309,27,"Female","Suburban","Graduate School","Low","No","Yes",""
4310,39,"Female","Urban","Graduate School","Medium","Yes","Not Sure",""
4311,34,"Male","Urban","College","High","No","No","Concerns about side effects"
4312,21,"Male","Suburban","Graduate School","Medium","Yes","Yes","Concerns about side effects"
4313,64,"Female","Suburban","High School","High","Yes","Yes",""
4314,42,"Female","Suburban","Graduate School","Low","No","No",""
4315,38,"Female","Rural","College","Low","Yes","No",""
4316,54,"Female","Suburban","Graduate School","Medium","Yes","Not Sure",""
4317,55,"Male","Urban","Graduate School","Low","Yes","Not Sure",""
4318,18,"Male","Suburban","College","Medium","Yes","Not Sure",""
4319,42,"Female","Urban","College","Low","No","Yes",""
4320,53,"Female","Urban","College","High","Yes","No","Concerns about side effects"
4321,34,"Female","Rural","College","Low","Yes","Not Sure","Concerns about side effects"
4322,58,"Female","Suburban","College","Medium","Yes","No","Concerns about side effects"
4323,41,"Female","Rural","College","Medium","Yes","Yes",""
4324,19,"Male","Suburban","High School","Medium","Yes","Yes",""
4325,57,"Male","Suburban","Graduate School","High","No","No",""
4326,32,"Male","Suburban","Graduate School","Low","Yes","No",""
4327,49,"Female","Suburban","College","Medium","No","Not Sure",""
4328,56,"Female","Suburban","College","High","Yes","No",""
4329,23,"Male","Urban","High School","High","No","Not Sure",""
4330,18,"Male","Urban","High School","High","Yes","No","Concerns about side effects"
4331,64,"Female","Suburban","College","Low","Yes","No","Concerns about side effects"
4332,40,"Male","Urban","High School","Low","No","No",""
4333,56,"Female","Rural","High School","Low","No","Yes","Concerns about side effects"
4334,34,"Female","Rural","College","High","No","Yes",""
4335,51,"Male","Rural","College","Low","Yes","Yes",""
4336,58,"Male","Suburban","College","Medium","No","Not Sure",""
4337,46,"Male","Suburban","College","High","No","Not Sure",""
4338,26,"Female","Urban","Graduate School","Low","No","Yes",""
4339,30,"Female","Urban","Graduate School","High","Yes","Yes",""
4340,23,"Male","Urban","College","High","Yes","No","Concerns about side effects"
4341,23,"Female","Rural","High School","Low","Yes","No",""
4342,37,"Female","Rural","College","High","No","Not Sure",""
4343,20,"Female","Rural","Graduate School","Low","Yes","Not Sure",""
4344,34,"Male","Rural","High School","Low","Yes","No",""
4345,29,"Female","Urban","Graduate School","Low","Yes","Not Sure","Concerns about side effects"
4346,64,"Male","Suburban","College","High","Yes","Yes",""
4347,62,"Male","Suburban","Graduate School","High","No","No",""
4348,18,"Female","Rural","Graduate School","Low","Yes","No",""
4349,34,"Male","Suburban","Graduate School","High","No","Not Sure",""
4350,20,"Female","Suburban","High School","Low","No","No",""
4351,43,"Male","Suburban","Graduate School","Medium","No","No","Concerns about side effects"
4352,32,"Male","Rural","High School","High","No","Yes",""
4353,53,"Female","Urban","College","High","No","No","Concerns about side effects"
4354,49,"Male","Urban","College","Medium","No","No",""
4355,49,"Male","Suburban","Graduate School","Medium","Yes","No",""
4356,21,"Male","Urban","High School","Medium","No","No",""
4357,35,"Female","Urban","College","Low","Yes","Yes",""
4358,36,"Female","Rural","High School","Low","No","No",""
4359,60,"Male","Rural","High School","Medium","Yes","Yes","Concerns about side effects"
4360,52,"Male","Suburban","Graduate School","Low","No","Yes","Concerns about side effects"
4361,57,"Male","Suburban","Graduate School","High","Yes","Yes","Concerns about side effects"
4362,31,"Female","Suburban","High School","Medium","Yes","Not Sure",""
4363,50,"Female","Rural","High School","High","No","Not Sure","Concerns about side effects"
4364,31,"Male","Urban","Graduate School","Low","No","No",""
4365,51,"Female","Rural","High School","Medium","No","Yes",""
4366,21,"Female","Rural","Graduate School","Low","No","Not Sure",""
4367,41,"Female","Urban","High School","High","Yes","No",""
4368,46,"Female","Urban","Graduate School","Low","Yes","Not Sure",""
4369,36,"Male","Suburban","High School","High","No","Yes",""
4370,23,"Female","Urban","Graduate School","Low","No","No",""
4371,50,"Female","Urban","High School","High","Yes","Yes",""
4372,57,"Male","Urban","College","Low","No","Yes",""
4373,36,"Male","Urban","College","Medium","Yes","Not Sure",""
4374,18,"Female","Suburban","High School","Medium","No","No",""
4375,22,"Female","Suburban","College","Low","No","No",""
4376,44,"Male","Urban","High School","High","Yes","No","Concerns about side effects"
4377,33,"Male","Urban","High School","Low","Yes","Not Sure","Concerns about side effects"
4378,23,"Male","Suburban","College","Medium","No","No","Concerns about side effects"
4379,57,"Female","Suburban","High School","High","Yes","Not Sure",""
4380,30,"Female","Urban","Graduate School","Low","No","No",""
4381,52,"Male","Rural","High School","Low","Yes","Not Sure",""
4382,36,"Female","Suburban","High School","High","No","No",""
4383,29,"Male","Suburban","College","Low","No","Not Sure","Concerns about side effects"
4384,33,"Female","Suburban","Graduate School","Medium","No","Yes",""
4385,60,"Male","Urban","High School","Medium","Yes","Yes",""
4386,27,"Male","Urban","High School","High","Yes","Yes",""
4387,42,"Female","Suburban","High School","Low","Yes","No",""
4388,37,"Female","Urban","High School","Low","Yes","Not Sure",""
4389,48,"Female","Urban","High School","Medium","No","Yes","Concerns about side effects"
4390,21,"Female","Suburban","High School","High","Yes","No",""
4391,61,"Female","Urban","Graduate School","High","Yes","Not Sure",""
4392,40,"Female","Rural","Graduate School","High","Yes","Yes",""
4393,19,"Male","Urban","High School","Medium","No","Yes",""
4394,39,"Female","Urban","High School","Medium","Yes","No",""
4395,54,"Male","Suburban","College","High","Yes","Not Sure",""
4396,25,"Male","Suburban","Graduate School","High","No","No",""
4397,24,"Female","Rural","Graduate School","Low","No","Yes",""
4398,31,"Male","Urban","High School","Low","No","No",""
4399,20,"Male","Rural","Graduate School","High","No","No",""
4400,33,"Female","Rural","Graduate School","Medium","No","Yes","Concerns about side effects"
4401,36,"Female","Suburban","College","Medium","No","Yes",""
4402,35,"Female","Urban","College","Low","No","Not Sure",""
4403,33,"Male","Suburban","Graduate School","High","Yes","Not Sure",""
4404,25,"Female","Rural","Graduate School","Medium","No","Yes",""
4405,50,"Female","Rural","Graduate School","Medium","No","Yes",""
4406,29,"Female","Suburban","High School","Medium","No","Not Sure",""
4407,28,"Female","Suburban","College","Medium","No","No",""
4408,22,"Male","Suburban","High School","Low","No","Yes",""
4409,44,"Female","Suburban","College","Medium","Yes","Yes",""
4410,29,"Male","Suburban","College","Medium","Yes","No",""
4411,34,"Female","Rural","College","High","Yes","Not Sure",""
4412,23,"Male","Suburban","Graduate School","High","Yes","Not Sure",""
4413,50,"Male","Urban","College","Low","Yes","No",""
4414,22,"Male","Rural","High School","Low","Yes","Yes","Concerns about side effects"
4415,45,"Female","Rural","College","Low","Yes","No",""
4416,31,"Male","Urban","High School","Low","No","Yes",""
4417,22,"Female","Urban","College","Medium","No","Not Sure",""
4418,50,"Female","Rural","College","High","No","Yes",""
4419,58,"Female","Suburban","Graduate School","Medium","No","Yes","Concerns about side effects"
4420,36,"Female","Rural","High School","Medium","No","Yes",""
4421,39,"Female","Rural","College","Medium","No","Yes",""
4422,22,"Male","Urban","College","High","Yes","Yes",""
4423,19,"Female","Rural","High School","Low","No","Not Sure",""
4424,47,"Male","Suburban","College","Low","No","No",""
4425,64,"Male","Urban","Graduate School","High","No","Not Sure",""
4426,56,"Male","Rural","High School","High","Yes","Yes",""
4427,21,"Male","Rural","Graduate School","Low","Yes","No",""
4428,50,"Male","Suburban","High School","Medium","Yes","Yes",""
4429,30,"Male","Rural","High School","Low","No","Not Sure",""
4430,37,"Male","Rural","High School","High","No","Not Sure",""
4431,24,"Female","Rural","College","Low","No","Yes","Concerns about side effects"
4432,32,"Male","Rural","High School","Low","Yes","Yes",""
4433,40,"Female","Suburban","High School","Low","Yes","No",""
4434,31,"Male","Rural","High School","High","No","No",""
4435,40,"Male","Rural","Graduate School","High","Yes","Yes","Concerns about side effects"
4436,36,"Male","Rural","High School","Low","No","No",""
4437,46,"Male","Urban","College","Low","Yes","Yes",""
4438,37,"Female","Suburban","High School","Medium","Yes","Yes",""
4439,46,"Female","Urban","High School","Medium","Yes","Yes",""
4440,41,"Female","Urban","Graduate School","Low","No","Not Sure",""
4441,35,"Male","Suburban","College","High","Yes","Yes",""
4442,27,"Male","Urban","College","Medium","No","Yes","Concerns about side effects"
4443,58,"Male","Urban","College","Low","No","Yes",""
4444,25,"Female","Urban","High School","Medium","No","No","Concerns about side effects"
4445,43,"Male","Suburban","High School","Medium","Yes","Yes",""
4446,46,"Female","Rural","College","Medium","Yes","Not Sure",""
4447,27,"Female","Suburban","College","High","Yes","Not Sure",""
4448,34,"Male","Suburban","Graduate School","Low","No","Yes","Concerns about side effects"
4449,19,"Male","Suburban","College","High","Yes","Yes",""
4450,23,"Female","Urban","High School","High","Yes","Yes","Concerns about side effects"
4451,22,"Female","Rural","High School","Medium","No","Not Sure",""
4452,45,"Female","Suburban","High School","Low","No","No",""
4453,58,"Male","Suburban","Graduate School","Medium","No","No",""
4454,22,"Male","Rural","College","High","Yes","Yes","Concerns about side effects"
4455,35,"Male","Rural","High School","High","Yes","No",""
4456,43,"Male","Rural","Graduate School","Low","No","Not Sure","Concerns about side effects"
4457,37,"Male","Urban","Graduate School","High","Yes","Yes",""
4458,58,"Male","Rural","High School","High","No","No",""
4459,44,"Female","Urban","Graduate School","Low","Yes","Yes",""
4460,29,"Female","Suburban","Graduate School","Medium","No","Yes",""
4461,24,"Female","Urban","High School","Low","Yes","Not Sure",""
4462,20,"Male","Rural","Graduate School","High","No","Not Sure",""
4463,27,"Female","Urban","High School","Low","No","No",""
4464,51,"Male","Rural","High School","Medium","No","Not Sure",""
